Offered_By,Category,Rating,Reviews,Size,Price,Content_Rating,Last_Updated_On,Release_Version,OS_Version_Required,Downloads
ps_id-10164,Tools,4.76,2540,1.6M,Free,Everyone,Apr 23 2020,4.19.2,4.0.3 and up,"500,000+"
ps_id-20380,Tools,5.0,1,2.6M,Free,Everyone,Apr 02 2020,1.0.2,4.1 and up,10+
ps_id-20137,Personalization,4.59,1057,35M,111.1242,Everyone,May 06 2020,1.3.7,4.1 and up,"10,000+"
ps_id-8913,Productivity,4.54,1372,3.2M,Free,Everyone,Nov 26 2019,1.3,5.0 and up,"100,000+"
ps_id-30315,Libraries And Demo,3.53,15,2.1M,Free,Everyone,Dec 15 2019,1.0.10,4.4 and up,"1,000+"
ps_id-16327,Medical,4.78,41,16M,Free,Everyone,Apr 15 2020,1.0.5,4.1 and up,"1,000+"
ps_id-8625,Entertainment,4.49,825813,Varies with device,Free,Everyone,Mar 04 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-16495,Video Players,4.21,406,50M,Free,Everyone,Apr 23 2020,3.7.2.0311,4.1 and up,"100,000+"
ps_id-2367,Shopping,4.5,4,21M,Free,Everyone,Jun 28 2019,1.2.0,4.4 and up,"1,000+"
ps_id-4577,Food And Drink,5.0,1,7.4M,Free,Everyone,Nov 19 2019,1.0.152,6.0 and up,100+
ps_id-24924,Business,4.66,266,7.1M,Free,Everyone,May 02 2020,3.179,4.3 and up,"10,000+"
ps_id-2893,Shopping,4.48,14177,37M,Free,Everyone,Apr 03 2020,7.2.2,5.0 and up,"1,000,000+"
ps_id-34394,Finance,4.42,2159,3.8M,Free,Everyone,Jan 06 2020,1.3,4.0 and up,"100,000+"
ps_id-33787,Family,4.3,1329192,97M,Free,Everyone,Nov 08 2018,2.1.20,2.3.3 and up,"50,000,000+"
ps_id-30278,Game Card,4.47,127,40M,Free,Everyone,Mar 01 2019,1.7,4.1 and up,"10,000+"
ps_id-19927,Game Arcade,4.24,314,33M,73.8342,Everyone 10+,Nov 06 2019,3.0.7,4.1 and up,"5,000+"
ps_id-16886,Education,4.53,40,8.7M,Free,Everyone,Dec 05 2019,3,4.0.3 and up,"10,000+"
ps_id-1838,Education,4.6,1114,22M,Free,Everyone,Mar 06 2020,9.0.7,4.4 and up,"100,000+"
ps_id-32678,Dating,3.81,2973,9.3M,Free,Mature 17+,Apr 25 2020,1.15.20,4.4 and up,"100,000+"
ps_id-13874,Game Puzzle,4.52,1096,Varies with device,Free,Everyone,Nov 13 2019,1.1,4.1 and up,"50,000+"
ps_id-2448,Business,3.94,1834,12M,Free,Everyone,Mar 25 2020,0.0.23,4.4 and up,"50,000+"
ps_id-25206,Education,4.1,51,26M,Free,Everyone,Oct 18 2018,5.2.000,4.1 and up,"5,000+"
ps_id-35691,Tools,4.65,1068,Varies with device,222.9942,Everyone,Apr 19 2020,Varies with device,Varies with device,"10,000+"
ps_id-29527,Tools,4.4,875,8.5M,Free,Everyone,Feb 04 2019,1.9.9.5,5.1 and up,"100,000+"
ps_id-33022,Game Arcade,3.8,1397,24M,Free,Everyone,Jul 11 2019,1.0.38,4.1 and up,"100,000+"
ps_id-9015,Education,5.0,10,12M,Free,Everyone,Aug 02 2019,1.04,4.0.3 and up,"1,000+"
ps_id-5555,Game,4.2,212067,48M,Free,Everyone,Aug 18 2016,1.5.2,2.3.3 and up,"10,000,000+"
ps_id-13382,Tools,4.82,810890,17M,Free,Everyone,Apr 14 2020,V1-190310,4.4 and up,"100,000,000+"
ps_id-2105,Game Role Playing,4.72,165614,81M,Free,Everyone,Jul 02 2019,1.366,4.0.3 and up,"1,000,000+"
ps_id-36326,Video Players,3.41,1675,24M,Free,Everyone,Apr 21 2020,3.1.1,4.4 and up,"100,000+"
ps_id-8067,Game Music,3.33,3,48M,Free,Everyone,Sep 01 2017,1,4.0 and up,500+
ps_id-32272,Game Sports,4.43,53331,36M,Free,Everyone,Mar 24 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-11909,Personalization,4.67,302,82M,148.4142,Everyone,Apr 30 2020,4.3,4.0.3 and up,"10,000+"
ps_id-22534,Personalization,4.43,1995,12M,Free,Everyone,Feb 18 2020,1.5,4.1 and up,"500,000+"
ps_id-33482,Travel And Local,4.67,38396,5.7M,Free,Everyone,Mar 21 2020,8.17.0,4.0 and up,"1,000,000+"
ps_id-32772,Game Casual,4.35,644979,47M,Free,Teen,Apr 17 2020,4.37.6,4.0.3 and up,"10,000,000+"
ps_id-21151,Entertainment,4.35,160959,5.5M,Free,Everyone,May 02 2020,1,4.0.3 and up,"10,000,000+"
ps_id-13752,Family,4.3,104,12M,Free,Everyone,Jun 25 2019,1.0.6,4.1 and up,"10,000+"
ps_id-15643,Entertainment,3.66,256,6.2M,Free,Everyone,Dec 04 2019,1.1,4.0 and up,"500,000+"
ps_id-20999,Productivity,4.65,17,6.2M,Free,Everyone,Jan 30 2020,1,4.0.3 and up,"1,000+"
ps_id-16189,Game Casual,4.54,15137,36M,Free,Teen,Nov 01 2019,2.1.2,4.1 and up,"1,000,000+"
ps_id-22093,Game Action,4.54,1937731,50M,Free,Teen,Feb 15 2020,4.2.8,4.1 and up,"50,000,000+"
ps_id-26949,Food And Drink,1.8,17,3.1M,Free,Everyone,Apr 12 2018,1.6.3,4.4 and up,"10,000+"
ps_id-16538,Books And Reference,4.41,90012,3.3M,Free,Everyone,Jun 06 2019,6.4.1,4.0 and up,"5,000,000+"
ps_id-31516,Game Arcade,4.5,28108,32M,Free,Everyone 10+,Nov 29 2019,1.1.69,4.0.3 and up,"1,000,000+"
ps_id-27787,Lifestyle,4.6,118034,Varies with device,Free,Everyone,Sep 06 2019,Varies with device,Varies with device,"5,000,000+"
ps_id-2675,Education,4.7,614,17M,Free,Everyone,Oct 23 2019,3.1,4.1 and up,"50,000+"
ps_id-1505,Game Word,4.1,1511,65M,Free,Everyone,May 02 2020,1.38.185,4.3 and up,"100,000+"
ps_id-6485,Family,3.7,56,1.5M,Free,Everyone,Apr 07 2016,1.1.2,4.0 and up,"5,000+"
ps_id-14159,Education,4.22,5573,7.8M,Free,Everyone,Mar 26 2020,1.2.29,2.3 and up,"100,000+"
ps_id-20527,Sports,4.57,80,36M,Free,Everyone,Apr 12 2020,2.5.66,4.3 and up,"5,000+"
ps_id-4443,Photography,3.28,534,7.2M,Free,Everyone,Jan 31 2020,1.4,4.1 and up,"500,000+"
ps_id-25769,Photography,4.6,1451000,Varies with device,Free,Everyone,Aug 23 2019,Varies with device,Varies with device,"50,000,000+"
ps_id-171,Tools,4.28,41456,4.9M,Free,Everyone,Apr 27 2020,3.49,4.1 and up,"5,000,000+"
ps_id-554,Game Card,4.31,99844,45M,Free,Teen,Apr 28 2020,37,4.0.3 and up,"1,000,000+"
ps_id-4787,Education,4.9,10,4.7M,Free,Everyone,Nov 21 2019,1,4.1 and up,"1,000+"
ps_id-15665,Education,3.98,316,29M,Free,Everyone,Mar 22 2018,1.4,4.0 and up,"50,000+"
ps_id-5102,Game Educational,4.09,1893,58M,Free,Everyone,Nov 17 2018,1.1.2,4.1 and up,"100,000+"
ps_id-7122,Photography,4.2,240475,9.5M,Free,Everyone,Dec 27 2018,3.8,4.0 and up,"10,000,000+"
ps_id-8000,Game Action,3.95,96780,44M,Free,Everyone,Feb 14 2018,1.12,4.3 and up,"10,000,000+"
ps_id-646,Maps And Navigation,3.83,14850,84M,Free,Everyone,Apr 17 2020,04.10.04,4.4 and up,"1,000,000+"
ps_id-33363,Photography,3.36,212,28M,73.8342,Everyone,Jul 15 2019,3.2,5.0 and up,"50,000+"
ps_id-6734,Business,4.68,20952,25M,Free,Everyone,Sep 12 2019,2.1.9,4.0.3 and up,"1,000,000+"
ps_id-14149,Communication,4.05,184,Varies with device,Free,Everyone,Apr 25 2020,Varies with device,Varies with device,"50,000+"
ps_id-27408,House And Home,4.38,6998,35M,Free,Everyone,Jan 08 2020,1.7.4,4.1 and up,"500,000+"
ps_id-26377,Game Casual,4.32,3615,Varies with device,Free,Everyone,Feb 11 2020,Varies with device,Varies with device,"500,000+"
ps_id-29226,Music And Audio,4.38,140,33M,Free,Teen,Dec 11 2019,1.243,4.1 and up,"10,000+"
ps_id-16586,Game Arcade,4.69,36,24M,Free,Everyone,May 06 2020,1.57,4.3 and up,"5,000+"
ps_id-36777,House And Home,4.46,15857,10M,Free,Everyone,Apr 28 2020,4.6.5,5.0 and up,"1,000,000+"
ps_id-22728,Video Players,4.24,31490,16M,Free,Everyone,Jul 15 2017,2.1.6,2.3 and up,"1,000,000+"
ps_id-14610,Family,4.7,21,44M,446.7342,Everyone,Aug 25 2018,1.3,4.1 and up,"1,000+"
ps_id-30653,Game Arcade,4.41,10705,37M,Free,Everyone,Mar 18 2018,1.21,4.0.3 and up,"1,000,000+"
ps_id-34360,Productivity,4.35,99,2.9M,Free,Everyone,May 06 2020,1.2,4.0.3 and up,"50,000+"
ps_id-22692,Entertainment,4.5,653008,16M,Free,Everyone,Jul 25 2019,9.1.4,4.4 and up,"10,000,000+"
ps_id-15584,Game Action,4.19,427359,Varies with device,Free,Teen,Aug 22 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-23587,Tools,4.35,983,4.3M,Free,Everyone,Jun 08 2019,1.5,4.0 and up,"500,000+"
ps_id-11503,News And Magazines,4.4,31050,Varies with device,Free,Everyone,Feb 13 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-21680,Game Music,3.86,1245,19M,Free,Everyone,Apr 10 2020,1.6.2,4.1 and up,"100,000+"
ps_id-5611,Education,4.39,261,10M,Free,Everyone,Apr 02 2020,1.0.16,4.0.3 and up,"10,000+"
ps_id-5741,Maps And Navigation,3.9,230,12M,Free,Everyone,Aug 17 2019,2.12.1,4.1 and up,"10,000+"
ps_id-5367,Social,4.8,111,5.9M,Free,Everyone,Aug 22 2019,2.42,4.1 and up,"1,000+"
ps_id-2020,Personalization,4.24,1050,5.6M,Free,Everyone,Jan 10 2020,3.1,4.0.3 and up,"500,000+"
ps_id-20455,Entertainment,4.58,426,9.4M,Free,Teen,Nov 25 2019,1.01,4.1 and up,"100,000+"
ps_id-34481,Travel And Local,3.14,1469,Varies with device,Free,Everyone,Mar 14 2020,Varies with device,Varies with device,"100,000+"
ps_id-22486,Game,5.0,1,24M,Free,Everyone,Apr 09 2019,2.0,2.3 and up,10+
ps_id-25258,Lifestyle,4.22,243,5.8M,Free,Everyone,Nov 03 2019,7,4.0 and up,"50,000+"
ps_id-5853,Health And Fitness,3.61,948,20M,Free,Everyone,Apr 23 2020,2.0.9,5.0 and up,"10,000+"
ps_id-29165,Weather,4.32,60226,17M,Free,Everyone,May 04 2020,5.10.01,4.4 and up,"1,000,000+"
ps_id-26648,Productivity,5.0,2,5.9M,Free,Everyone,Jul 13 2019,20.0.6,5.0 and up,"1,000+"
ps_id-6088,Health And Fitness,4.56,9283,38M,Free,Teen,May 06 2020,4.76,6.0 and up,"1,000,000+"
ps_id-20805,Game Strategy,4.4,398707,66M,Free,Mature 17+,May 02 2020,1.3.566,2.3 and up,"10,000,000+"
ps_id-30018,Travel And Local,3.82,1495,10M,Free,Everyone,May 02 2020,22.05,4.1 and up,"100,000+"
ps_id-9613,Tools,5.0,2,3.5M,Free,Everyone,Aug 13 2019,1.1,4.0 and up,10+
ps_id-34232,Tools,3.8,40934,5.2M,Free,Everyone,Sep 01 2019,Acremotecontrol18,4.0.3 and up,"1,000,000+"
ps_id-32125,Shopping,4.59,14771,46M,Free,Everyone,Apr 09 2020,1.2.34,4.2 and up,"100,000+"
ps_id-3866,Photography,4.66,11347,12M,Free,Everyone,Dec 26 2019,1.1,4.1 and up,"500,000+"
ps_id-27881,Game Puzzle,4.59,25064,Varies with device,Free,Everyone,May 06 2020,1.8.2,4.1 and up,"1,000,000+"
ps_id-27028,Tools,4.92,12,3.4M,Free,Everyone,Mar 23 2020,0.1.7,5.0 and up,100+
ps_id-19185,Education,4.61,1580,15M,Free,Everyone,Nov 14 2017,1.0.6.550,4.1 and up,"100,000+"
ps_id-21925,Health And Fitness,3.2,2629,67M,Free,Everyone,Apr 14 2020,1.31.2,4.4 and up,"100,000+"
ps_id-16768,Game Action,4.53,37368,43M,Free,Teen,Jul 19 2018,1.1.05,4.0.3 and up,"1,000,000+"
ps_id-24646,Game Arcade,4.12,193487,4.7M,Free,Everyone,Feb 26 2020,7.3.1,4.0 and up,"10,000,000+"
ps_id-22191,Productivity,4.74,98,587k,Free,Everyone,Mar 29 2020,1.6,2.0 and up,"5,000+"
ps_id-19435,Health And Fitness,4.1,3405,51M,Free,Everyone,Aug 29 2019,4.5.1.123,4.4 and up,"100,000+"
ps_id-7087,Health And Fitness,4.5,32606,Varies with device,Free,Everyone,Apr 26 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-11905,Family,3.8,2925,93M,355.74659999999994,Teen,Sep 05 2019,6.2.1,4.1 and up,"50,000+"
ps_id-4974,Family,4.6,12,2.4M,Free,Everyone,Nov 11 2018,3.0,4.0.3 and up,"5,000+"
ps_id-1516,Music And Audio,4.67,2510,5.4M,Free,Teen,Nov 04 2019,1.2,4.0 and up,"100,000+"
ps_id-18407,Shopping,4.38,326191,9.3M,Free,Teen,Apr 17 2020,4.13.1,4.4 and up,"10,000,000+"
ps_id-27446,News And Magazines,3.71,4575,12M,Free,Everyone,Aug 23 2018,1.18,2.3 and up,"500,000+"
ps_id-23049,Family,3.3,4114,14M,Free,Everyone,Aug 14 2019,3.29,4.2 and up,"100,000+"
ps_id-33374,Food And Drink,4.3,520,3.7M,Free,Everyone,Apr 21 2020,2.8.0,4.0.3 and up,"10,000+"
ps_id-17812,House And Home,4.2,809,7.8M,Free,Everyone,Aug 29 2019,1.6.1.2,4.0 and up,"100,000+"
ps_id-2023,Education,4.58,24,15M,Free,Everyone 10+,Feb 29 2020,1.0.6,4.0.3 and up,"1,000+"
ps_id-17987,Education,5.0,3,9.7M,Free,Everyone,Jul 06 2019,1.0.2,4.4 and up,100+
ps_id-34716,Video Players,4.3,98,7.9M,73.8342,Everyone,Apr 28 2020,6.2.2.6,4.1 and up,"1,000+"
ps_id-12200,Books And Reference,4.39,690,6.8M,Free,Everyone,Feb 15 2020,1.1b,4.2 and up,"100,000+"
ps_id-32698,Books And Reference,4.33,6,2.8M,Free,Everyone,Mar 30 2020,1,4.4 and up,"1,000+"
ps_id-34881,Game Puzzle,4.14,36,4.6M,Free,Everyone,Aug 04 2018,1,4.0 and up,"1,000+"
ps_id-26797,Events,4.6,99,13M,Free,Everyone,Aug 10 2019,1.1,4.2 and up,"10,000+"
ps_id-2810,News And Magazines,4.27,3915,Varies with device,Free,Everyone,Dec 23 2019,Varies with device,Varies with device,"100,000+"
ps_id-29492,Photography,4.6,98716,59M,Free,Everyone,Sep 05 2019,5.13.1,5.0 and up,"5,000,000+"
ps_id-22952,Maps And Navigation,3.55,5806,Varies with device,Free,Everyone,Mar 28 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-22312,Finance,4.43,11635,5.6M,Free,Everyone,May 06 2020,1.27.22.5,4.0 and up,"100,000+"
ps_id-32496,Education,4.57,7986,2.6M,Free,Everyone,Jan 30 2020,4.6.5,4.0.3 and up,"500,000+"
ps_id-26742,Lifestyle,2.38,192,1.6M,Free,Everyone,Apr 10 2020,3.1.0,4.4 and up,"10,000+"
ps_id-11936,Health And Fitness,4.7,10,14M,Free,Everyone,Apr 02 2020,1.0.1,4.1 and up,"1,000+"
ps_id-29376,Education,2.99,483,11M,Free,Everyone,Apr 29 2020,1.1.9,4.1 and up,"50,000+"
ps_id-24804,Business,4.23,32378,27M,Free,Everyone,Apr 29 2020,3.8.7,5.0 and up,"1,000,000+"
ps_id-14273,Music And Audio,4.67,6164,13M,Free,Everyone,Jan 22 2020,1.1.5.12,4.1 and up,"1,000,000+"
ps_id-17050,Game Arcade,4.58,146584,41M,Free,Teen,Apr 30 2020,1.25,4.2 and up,"5,000,000+"
ps_id-19417,Education,2.2,138,32M,Free,Everyone,Mar 31 2020,1.1.8,4.0.3 and up,"50,000+"
ps_id-5903,Business,4.34,1106,6.6M,Free,Everyone,Mar 28 2017,2.0.4,4.0 and up,"100,000+"
ps_id-19713,Education,4.52,299,21M,Free,Everyone,Aug 17 2019,1.6,4.1 and up,"50,000+"
ps_id-14519,Family,4.1,59768,Varies with device,Free,Everyone,Sep 11 2019,3.53,4.2 and up,"10,000,000+"
ps_id-21031,Social,3.2,185,4.7M,Free,Teen,Nov 24 2018,1.0.1,4.1 and up,"10,000+"
ps_id-34023,Entertainment,4.18,209,6.3M,Free,Everyone,Nov 18 2019,1.3,4.4 and up,"10,000+"
ps_id-11228,Video Players,3.8,12443,Varies with device,Free,Everyone,Sep 10 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-20828,Game Puzzle,4.69,5003,89M,Free,Everyone,May 05 2020,2.1,4.1 and up,"100,000+"
ps_id-26003,Photography,4.5,180608,6.1M,Free,Everyone,May 30 2018,2.2.5,2.1 and up,"10,000,000+"
ps_id-35396,Weather,4.3,18194,3.2M,Free,Everyone,Aug 02 2018,1.7.7,3.0 and up,"1,000,000+"
ps_id-18827,Game,4.3,1000417,Varies with device,Free,Teen,Aug 09 2019,Varies with device,4.4 and up,"50,000,000+"
ps_id-20568,Lifestyle,4.34,21995,8.4M,Free,Teen,Jun 29 2019,2.5.2,2.3.3 and up,"1,000,000+"
ps_id-21831,Game Arcade,3.73,14295,7.3M,222.9942,Teen,Apr 25 2018,1.9,2.3.3 and up,"100,000+"
ps_id-5968,Medical,4.58,330,45M,Free,Everyone,Mar 18 2020,11.2.0.025_05,4.4 and up,"10,000+"
ps_id-10621,Tools,3.9,27,3.0M,Free,Everyone,May 31 2018,1.1.1,4.1 and up,"1,000+"
ps_id-2056,Education,5.0,1,25M,633.1842,Everyone,Apr 01 2020,2.78.0,4.4 and up,50+
ps_id-15301,Game Puzzle,4.32,200,Varies with device,Free,Everyone,Dec 27 2019,0.1.0,4.1 and up,"100,000+"
ps_id-17448,Game Racing,4.21,8883,34M,Free,Everyone,Apr 28 2020,3.5,4.0.3 and up,"1,000,000+"
ps_id-6002,Photography,3.9,129268,11M,Free,Everyone,Sep 03 2019,1.32,4.1 and up,"10,000,000+"
ps_id-34061,Productivity,4.65,5663,50M,222.9942,Everyone,Feb 25 2020,2.0.4,5.0 and up,"10,000+"
ps_id-16403,News And Magazines,4.34,198,2.1M,Free,Everyone,Mar 03 2020,1.4.479,4.1 and up,"10,000+"
ps_id-34705,Video Players,4.33,8159,15M,Free,Everyone,Dec 05 2019,2.5.3,4.0 and up,"1,000,000+"
ps_id-17186,Productivity,4.79,1461,6.9M,334.8642,Everyone,Mar 21 2020,3.2v214,4.0 and up,"10,000+"
ps_id-4784,Education,4.79,14,5.3M,Free,Everyone,Nov 02 2019,1.2,4.1 and up,"1,000+"
ps_id-7599,Books And Reference,4.76,2393,20M,148.4142,Everyone,Jan 13 2020,3.4.5,4.1 and up,"50,000+"
ps_id-26011,Game Casual,4.2,5,38M,Free,Everyone,Oct 22 2019,1.2,7.0 and up,"1,000+"
ps_id-10771,Productivity,4.62,19308,11M,Free,Everyone,Jan 14 2020,4.15.0,4.1 and up,"1,000,000+"
ps_id-20289,Game Card,4.61,1123036,Varies with device,Free,Teen,Sep 11 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-36651,Game Puzzle,4.82,11226,29M,Free,Everyone,Dec 21 2019,7.3,4.1 and up,"100,000+"
ps_id-19903,Entertainment,4.44,1314,20M,Free,Everyone,Apr 11 2020,7.3,4.0.3 and up,"100,000+"
ps_id-28058,Game Board,4.09,96033,80M,Free,Everyone,May 07 2020,1.25.69.497,4.4 and up,"5,000,000+"
ps_id-33722,Entertainment,3.92,794,24M,Free,Mature 17+,Mar 26 2020,1.7.0,4.4 and up,"100,000+"
ps_id-5540,Books And Reference,4.41,132,3.9M,707.7642,Everyone,May 07 2019,4.6.5,4.0 and up,"1,000+"
ps_id-26261,Game Card,4.64,386327,Varies with device,Free,Teen,Apr 03 2020,1.119,4.0 and up,"5,000,000+"
ps_id-13802,Photography,4.24,91,3.6M,Free,Everyone,Dec 22 2019,1.4,4.0 and up,"50,000+"
ps_id-26794,Education,4.05,56,11M,Free,Everyone,Sep 04 2019,4.5.3,4.4 and up,"10,000+"
ps_id-6713,Game Arcade,4.79,393996,63M,Free,Everyone,Apr 10 2020,2.94,4.4 and up,"10,000,000+"
ps_id-25860,Shopping,4.72,58024,19M,Free,Everyone,May 01 2020,5.0.1(589),4.0.3 and up,"1,000,000+"
ps_id-20105,News And Magazines,5.0,1,6.9M,Free,Everyone,Aug 28 2019,4.0.3,4.1 and up,500+
ps_id-25711,Books And Reference,4.38,1620,4.1M,Free,Everyone,Dec 22 2019,21.0.7,4.1 and up,"100,000+"
ps_id-20263,Parenting,4.24,755,65M,Free,Everyone,Apr 30 2020,2.1.6,5.0 and up,"100,000+"
ps_id-34502,Maps And Navigation,4.73,48,6.0M,Free,Everyone,Mar 05 2020,V6.2.5-188-gb97447c-722,4.1 and up,500+
ps_id-29485,Shopping,3.65,2989,6.9M,Free,Everyone,Mar 05 2020,4.1.2,4.4 and up,"500,000+"
ps_id-3705,Education,4.22,437,4.7M,Free,Everyone,Oct 02 2019,1.4,4.0.3 and up,"100,000+"
ps_id-29228,Tools,4.41,2329,21M,Free,Everyone,Apr 09 2020,1.24.0,4.4 and up,"100,000+"
ps_id-26566,Finance,3.75,12,63M,Free,Everyone,Apr 08 2020,2.3.1,4.1 and up,"5,000+"
ps_id-29250,Communication,4.56,107,9.5M,Free,Everyone,Feb 12 2020,9.8,4.4 and up,"1,000+"
ps_id-18758,Tools,4.23,443177,6.5M,Free,Everyone,May 05 2020,1.42,4.0 and up,"10,000,000+"
ps_id-33825,Communication,4.27,3742,5.1M,Free,Everyone,Dec 17 2019,9.2,4.0.3 and up,"100,000+"
ps_id-16953,Entertainment,4.49,626,8.9M,Free,Everyone,Sep 13 2018,1.0.2,4.0.3 and up,"100,000+"
ps_id-1395,Libraries And Demo,4.66,625,3.0M,Free,Everyone,Nov 07 2019,1,4.0 and up,"100,000+"
ps_id-37,Communication,4.48,2638,17M,Free,Everyone,Dec 05 2019,1,4.0.3 and up,"500,000+"
ps_id-10017,Game Strategy,4.49,5399,94M,Free,Everyone 10+,May 06 2020,2.3.97,4.1 and up,"500,000+"
ps_id-26997,Tools,2.39,107,16M,Free,Everyone,Oct 08 2019,1.2.0.1.e388ea9,4.4 and up,"10,000+"
ps_id-13175,Dating,4.2,22544,5.9M,Free,Mature 17+,Aug 31 2019,1.31.4,4.0.3 and up,"1,000,000+"
ps_id-27435,Productivity,4.28,681,24M,Free,Everyone,May 06 2020,1.54.2,5.0 and up,"100,000+"
ps_id-16320,Weather,2.83,6,27M,Free,Everyone,May 06 2020,2.42,6.0 and up,500+
ps_id-28597,Medical,2.69,16,26M,Free,Everyone,Jan 04 2020,4221,5.0 and up,"1,000+"
ps_id-3654,Tools,2.0,2221,4.9M,Free,Everyone,Nov 07 2018,1.8.2.7,5.0 and up,"5,000,000+"
ps_id-7555,Photography,4.6,26,7.2M,Free,Everyone,Sep 02 2019,2,4.0 and up,500+
ps_id-4942,Family,4.4,7,81M,Free,Everyone,Aug 14 2018,3.5,4.1 and up,"1,000+"
ps_id-32917,Communication,4.51,54860,Varies with device,222.9942,Everyone,Apr 11 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-28019,Business,4.01,1408,70M,Free,Everyone,May 01 2020,6.2.0.1.187,5.0 and up,"100,000+"
ps_id-34141,Game Puzzle,4.11,40353,20M,Free,Everyone,Jan 09 2019,4.6.3.2,4.0.3 and up,"1,000,000+"
ps_id-32167,Game Casual,4.56,17438,78M,Free,Everyone,Jan 27 2020,17,4.0.3 and up,"1,000,000+"
ps_id-17814,Beauty,4.89,72442,15M,Free,Everyone,Mar 03 2020,2.6.1,4.1 and up,"1,000,000+"
ps_id-33890,Health And Fitness,4.58,341452,Varies with device,Free,Everyone,Jan 26 2020,Varies with device,Varies with device,"5,000,000+"
ps_id-25340,Productivity,4.59,3494,3.0M,Free,Everyone,May 05 2020,9.4,5.0 and up,"100,000+"
ps_id-14928,Game Word,4.43,7475,9.9M,Free,Everyone,Mar 10 2020,4,4.4 and up,"1,000,000+"
ps_id-7348,Personalization,4.1,8,4.5M,Free,Everyone,Jun 25 2019,3.1,4.0.3 and up,"1,000+"
ps_id-34337,Music And Audio,4.6,1346,25M,Free,Everyone,Apr 17 2020,3.5.14,4.1 and up,"10,000+"
ps_id-18587,Entertainment,4.58,1310,20M,Free,Everyone,Feb 08 2020,3.1.7,4.3 and up,"100,000+"
ps_id-751,Libraries And Demo,2.55,140,27M,Free,Everyone,Jan 17 2020,1.2.0,4.0.3 and up,"50,000+"
ps_id-25861,Lifestyle,3.52,830,10M,Free,Everyone,May 06 2020,2.5.9,4.0.3 and up,"500,000+"
ps_id-1031,Entertainment,4.38,703,11M,Free,Everyone,Apr 08 2019,1,4.0.3 and up,"100,000+"
ps_id-24630,Sports,4.7,911995,20M,Free,Everyone,Sep 05 2019,10.8.1.330,4.4 and up,"10,000,000+"
ps_id-32940,Business,3.88,7527,23M,Free,Everyone,May 05 2020,94,4.4 and up,"500,000+"
ps_id-10143,Family,4.5,9699,23M,73.8342,Teen,Aug 27 2019,2.1.111374,4.2 and up,"100,000+"
ps_id-15836,Game,4.1,94761,17M,Free,Teen,Mar 28 2018,1.1.4,2.3 and up,"10,000,000+"
ps_id-22635,Tools,2.2,605,3.8M,Free,Everyone,Jan 22 2019,02.02.0045,5.0 and up,"1,000,000+"
ps_id-27734,House And Home,4.6,36857,19M,Free,Everyone,Aug 29 2019,220.0,5.0 and up,"1,000,000+"
ps_id-16005,Game Word,4.51,12148,8.4M,Free,Everyone,Jan 17 2020,1.7.3,4.1 and up,"500,000+"
ps_id-5827,Game Role Playing,4.23,28403,44M,Free,Teen,May 02 2020,1.03.32,4.4 and up,"1,000,000+"
ps_id-30142,Game Action,4.57,190565,Varies with device,Free,Teen,Apr 28 2020,3.909,5.0 and up,"10,000,000+"
ps_id-349,Sports,4.2,1008012,13M,Free,Everyone,Jan 09 2019,1.7.7,2.1 and up,"50,000,000+"
ps_id-25565,Tools,4.68,16116,3.8M,Free,Everyone,Mar 24 2020,11.8,4.2 and up,"1,000,000+"
ps_id-15891,Lifestyle,4.9,145,48M,148.4142,Mature 17+,May 12 2017,1.0,4.0.3 and up,"5,000+"
ps_id-33886,Books And Reference,4.65,6620,8.7M,Free,Everyone,May 04 2020,2,2.3 and up,"500,000+"
ps_id-31234,Game Arcade,4.42,12927,39M,Free,Everyone,Dec 31 2019,1.0.5,4.1 and up,"1,000,000+"
ps_id-19175,Education,4.3,10022,Varies with device,Free,Teen,Jan 22 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-11813,Tools,3.4,59,1.8M,Free,Everyone,Nov 23 2018,2.3.1,4.0 and up,"10,000+"
ps_id-32049,Art And Design,3.72,25,8.3M,Free,Everyone,Dec 30 2019,1,4.0.3 and up,"10,000+"
ps_id-3314,Lifestyle,4.37,35,15M,Free,Everyone,Mar 22 2020,2,4.0.3 and up,"10,000+"
ps_id-13942,Personalization,4.53,17,10M,Free,Everyone,Feb 08 2020,1.7,4.1 and up,"1,000+"
ps_id-13435,Game Role Playing,4.11,13708,37M,Free,Teen,Mar 03 2020,1.0.6.631,5.0 and up,"500,000+"
ps_id-24028,Finance,5.0,3,7.1M,Free,Everyone,Apr 21 2020,3.4.01,4.4 and up,"1,000+"
ps_id-34944,Productivity,4.54,36382,12M,Free,Everyone,Apr 29 2020,3.5.0.40825,4.4 and up,"1,000,000+"
ps_id-31297,Family,4.6,513,1.6M,Free,Everyone,Aug 22 2017,1.1.2,4.0.3 and up,"10,000+"
