Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,4356190.8
Toshiba,Tecra X40-D-10Z,Ultrabook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.25kg,9692280
Lenovo,Thinkpad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.13kg,22221108
MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,10661508
Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows,10,1.13kg,16672500
Toshiba,Satellite Pro,Notebook,"14.0""",1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Windows,10,1.75kg,4437108
Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,12075336
Dell,Latitude 3480,Notebook,"14.0""",1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.76kg,5201820
Acer,Chromebook 11,Netbook,"11.6""",IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.35kg,3156660
Acer,Swift 3,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,5504148
Razer,Blade Pro,Gaming,"17.3""",4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows,10,3.49kg,48897108
Lenovo,Thinkpad X1,Ultrabook,"14.0""",IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.1kg,18664308
Asus,VivoBook Max,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,,2.1kg,4614948
Lenovo,Thinkpad T460,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.7kg,10545912
Lenovo,ThinkPad T470s,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,14671800
Dell,Alienware 15,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.21kg,24672009.96
Asus,Rog GL702VS-BA023T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9kg,21509748
Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.0kg,5948748
Lenovo,N42-20 Chromebook,Notebook,"14.0""",1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.5kg,2889900
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Windows,10,2.3kg,5246280
Asus,Rog GL702VM-GC017T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.73kg,15996708
Dell,Alienware 17,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,27324137.88
HP,ProBook 470,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.63kg,8091720
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,6348799.08
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,16628040
Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,6571188
HP,Chromebook X360,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,,1.4kg,5468580
Asus,ZenBook UX310UQ-GL026T,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,Windows,10,1.45kg,9123192
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,20247084
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.54kg,13053456
HP,250 G6,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,No OS,,1.86kg,2658708
Asus,Rog GL502VM-DS74,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.1kg,16885908
Dell,Inspiron 5767,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,,2.83kg,7691580
Lenovo,ThinkPad T470p,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Windows,10,1.96kg,16921476
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Windows,10,2.3kg,6998004
Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,8402940
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows,10,2kg,3992508
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,22754628
Dell,Inspiron 5368,Notebook,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows,10,1.62kg,5770908
Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,,2.2kg,4170348
Lenovo,ThinkPad E570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,7564068.72
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,Windows,10,1.84kg,11995308
Toshiba,Portege X30-D-10X,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,11426220
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,,2.5kg,9043164
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.29kg,19918080
HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,8091720
Toshiba,Portégé Z30-C-188,Ultrabook,"13.3""",1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,9736740
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,17339400
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.56kg,8020584
Dell,Precision 3520,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia Quadro M620,Windows,10,2.23kg,15809976
Lenovo,ThinkPad L570,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.38kg,9381060
Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,No OS,,2.2kg,4259268
Toshiba,Tecra A50-D-11D,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,12342096
Lenovo,Thinkpad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,6535620
Samsung,Notebook 9,Ultrabook,"15.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.23kg,16441308
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,15027480
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,"15.6""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,,2kg,3547819.08
Xiaomi,Mi Notebook,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.28kg,8314020
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.18kg,8113950
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,7460388
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,15116400
HP,Pavilion x360,2 in 1 Convertible,"15.6""",Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.3kg,6089241.6
Asus,VivoBook L402NA,Notebook,"14.1""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.65kg,3094416
Lenovo,IdeaPad 510-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.2kg,5948748
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,3281148
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,15996708
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,Linux,,2.18kg,4052084.4
Asus,Rog GL753VD-GC082T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,12181150.8
Acer,Chromebook C731-C78G,Netbook,"11.6""",IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.25kg,2640924
Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",1600x900,AMD A4-Series 7210 2.2GHz,4GB,500GB HDD,AMD Radeon R3,Windows,10,2.8kg,3370068
HP,Probook 640,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,11248380
HP,Envy x360,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,12439908
Samsung,Notebook 9,Ultrabook,"15.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.17kg,15107508
Lenovo,ThinkPad T470s,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,15996708
MSI,GS73VR Stealth,Gaming,"17.3""",IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,23554908
Toshiba,Portege X30-D-10V,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,13115700
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,,2.62kg,8260668
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,8002800
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,Windows,10,2.18kg,5459688
Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.9kg,8314020
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8GB,512GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,17900485.2
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows,10,3.58kg,11372868
Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.22kg,14662908
Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows,10,1.13kg,18219708
Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,17454907.08
LG,Gram 15Z970,Ultrabook,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.08kg,18664308
HP,Elitebook 820,Netbook,"12.5""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,13186836
Acer,Chromebook CB5-571-C1DZ,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB Flash Storage,Intel HD Graphics,Chrome OS,,2.20kg,3192228
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,7015788
LG,Gram 14Z970,Ultrabook,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,0.98kg,16885908
Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,10714860
HP,Elitebook Folio,Ultrabook,"12.5""",4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,240GB SSD,Intel HD Graphics 515,Windows,10,1.09kg,27565200
Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.2kg,7015788
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,9060859.08
Acer,Aspire E5-575,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.4kg,4437108
Lenovo,ThinkPad 13,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,7833852
HP,Probook 430,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.49kg,8536320
MSI,GE72VR 6RF,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,14218308
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.6kg,11995308
MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,9958239.72
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows,10,2.18kg,6090931.08
HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M365X,Windows,10,1.84kg,11532835.08
HP,Envy 13-AB077cl,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.39kg,10216908
Toshiba,Tecra Z50-C-140,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Nvidia GeForce 930M,Windows,10,2.4kg,17561700
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,16227900
Dell,Latitude 3580,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.95kg,6490270.8
Lenovo,Thinkpad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,14671800
HP,Probook 650,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.31kg,10359180
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.18kg,6296069.52
HP,ProBook 640,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.95kg,10216908
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows,10,2.2kg,2747628
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.26kg,14040468
HP,250 G6,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1TB HDD,Intel HD Graphics 400,No OS,,1.86kg,2568898.8
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,Intel Iris Graphics 540,Windows,10,1.3kg,15996708
Toshiba,Tecra Z40-C-12X,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,9825660
HP,EliteBook 820,Netbook,"12.5""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.26kg,14840748
Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.18kg,4967071.2
MSI,GP62M Leopard,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,10661508
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,14573988
Dell,Alienware 17,Gaming,"17.3""",2560x1440,Intel Core i7 6820HK 2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows,10,4.36kg,24524136
HP,Omen 17-W006na,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,10,2.75kg,12439908
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,"17.3""",1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.8kg,4712760
Acer,TravelMate P259-G2,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.23kg,5504148
Toshiba,Tecra A50-C-1ZV,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,9950148
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.1kg,11550708
Lenovo,IdeaPad Y700-15ACZ,Gaming,"15.6""",IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16GB,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows,10,2.5kg,8883108
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics,Windows,10,1.36kg,13090802.4
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,6091020
Dell,Insprion 5767,Notebook,"17.3""",1600x900,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,5859828
Acer,Chromebook 14,Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.68kg,3103308
HP,ZBook Studio,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8GB SSD,Nvidia Quadro M1000M,Windows,10,2.0kg,19998108
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,15783300
Toshiba,Portege Z30-C-1CW,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.2kg,12982320
Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.2kg,10305828
Lenovo,Thinkpad T460,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.7kg,13240099.08
Dell,Alienware 17,Gaming,"17.3""",IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.36kg,28045368
Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,16885908
HP,ProBook x360,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Intel HD Graphics 505,Windows,10,1.45kg,6891300
